@RELATION Leaf_Classification

@ATTRIBUTE Contrast numeric
@ATTRIBUTE Homogeneity numeric
@ATTRIBUTE ASM numeric
@ATTRIBUTE Dissimilarity numeric
@ATTRIBUTE Energy numeric
@ATTRIBUTE class {Aguacate,Guaycacan,Coralillo}

@DATA
1097360,4587450.30588,3231084140,896272,56842.6260829,Aguacate
841134,4673791.8,454503114,709736,21319.0786386,Aguacate
2860278,4302377.25841,4220219310,1609324,64963.2150528,Aguacate
204104984,1346413.25453,3299825668,20083254,57444.10908,Aguacate
1009520,4620204.94118,2212492630,827052,47037.1409633,Aguacate
858080,4669211.6,3093736082,720194,55621.3635396,Aguacate
3607196,4154898.31714,3220085602,1953738,56745.7980999,Aguacate
37641339,2282943.45239,3310245350,8647635,57534.7316844,Aguacate
1868562,4285699.49886,3867015800,1527154,62185.3342839,Aguacate
2032268,4243320.3932,130073686,1625144,11404.9851381,Aguacate
5052927,3921532.82252,1562334328,2522979,39526.3750931,Aguacate
422359148,1040388.84817,2565913454,30995780,50654.8463032,Aguacate
1706691,4310568.62308,3667193096,1459163,60557.3537731,Aguacate
1267900,4486342.0,1179557788,1093276,34344.690827,Aguacate
1966107,4561461.3699,81706662,1039593,9039.17374543,Aguacate
1119418,4727835.51241,3667986244,657414,60563.902153,Aguacate
773880,4775475.6,205541120,528662,14336.7053398,Aguacate
700637,4779926.3,2620419440,509429,51190.0326235,Aguacate
2008821,4551492.99362,4133059514,1061709,64288.8755074,Aguacate
1171332,4716198.1039,1373721352,684310,37063.7471392,Aguacate
801021,4770010.53529,1090020832,542233,33015.4635285,Aguacate
723438,4774654.2,3653098656,522016,60440.8690871,Aguacate
2089720,4532706.72887,4289234806,1103402,65492.249969,Aguacate
1332487,4677916.05232,2307397556,771009,48035.3781707,Aguacate
963827,4726311.4267,4089386662,641131,63948.312425,Aguacate
917992,4713512.8,1478478412,656260,38450.9871395,Aguacate
2227227,4501176.32405,3645202352,1173673,60375.5111945,Aguacate
1947729,4538912.88844,3580874580,1085953,59840.4092566,Aguacate
103886262,1913338.30349,2254454040,13016918,47481.0913944,Aguacate
2052188,4350456.5419,3080751822,1442708,55504.5207348,Aguacate
2458627,4449545.66733,3579604296,1289589,59829.7943837,Aguacate
7001808,3889651.38216,1329848288,2728278,36467.0849946,Aguacate
1126843,4608984.34434,2399891702,864947,48988.6895314,Aguacate
863204,4692475.43529,3984027338,682274,63119.1519113,Aguacate
2855423,4366093.67844,687771698,1479395,26225.40177,Aguacate
185831405,1393023.62618,3291509336,18804715,57371.6771238,Aguacate
1036854,4638883.23529,962218706,800220,31019.6503204,Aguacate
878025,4688365.07647,4045134614,691595,63601.3727368,Aguacate
3569751,4231200.5283,3217173622,1793227,56720.1341853,Aguacate
37526508,2415407.88126,1916497350,8119068,43777.8180132,Aguacate
1891438,4318506.70101,626621670,1474590,25032.4123887,Aguacate
2016100,4288905.13157,3626801074,1545766,60222.928142,Aguacate
4951912,4017329.73159,559799668,2314136,23660.0859677,Aguacate
395771880,1058073.49932,2817515996,29221094,53080.278786,Aguacate
1709461,4342456.66644,3883751672,1406011,62319.7534655,Aguacate
1260984,4516587.10588,732442576,1041688,27063.6763209,Aguacate
1887826,4592628.05348,3332593566,980784,57728.6199904,Aguacate
1066162,4738301.14002,1827034134,633590,42743.819834,Aguacate
732005,4780458.39412,2075067168,513529,45552.9051543,Aguacate
658037,4782859.17059,1536377582,497439,39196.6526887,Aguacate
1930122,4584151.23713,512208130,1000286,22632.0155974,Aguacate
1119235,4727561.14889,3896097352,659231,62418.7259723,Aguacate
760182,4774997.2914,355875100,527294,18864.6521304,Aguacate
681427,4777668.45294,3572234732,509985,59768.1749094,Aguacate
2010193,4567945.70428,3893284622,1037551,62396.1907651,Aguacate
1279252,4693837.00908,485856910,738226,22042.162099,Aguacate
918578,4735599.181,4280770472,618348,65427.5971743,Aguacate
870341,4722440.22941,3464166498,633309,58857.1703193,Aguacate
2147339,4540209.2266,2183430860,1101367,46727.1961496,Aguacate
1894481,4569643.58591,321204950,1028627,17922.1915513,Aguacate
100186412,2179356.91524,3175912236,11511570,56355.2325521,Aguacate
1999672,4396324.14209,4020589988,1357410,63408.1224135,Aguacate
2376751,4495417.86924,3746111336,1205289,61205.4845255,Aguacate
7005800,3988084.13873,305480714,2556288,17478.0065797,Aguacate
1052931,4630652.99593,2903704404,816645,53886.0316223,Aguacate
801443,4704907.98235,2488101810,651257,49880.8761952,Aguacate
2768803,4421956.22589,1395611498,1376963,37357.884014,Aguacate
173981266,1574864.04363,2065576820,16873724,45448.6173607,Aguacate
960434,4659471.35475,284019950,753310,16852.8914433,Aguacate
813185,4702229.61765,3762171292,657677,61336.5412458,Aguacate
3467033,4303191.30654,164518040,1659467,12826.4585915,Aguacate
34061532,2620604.37511,218163618,7351364,14770.3628256,Aguacate
1742867,4378303.35029,4252086630,1351371,65208.0258097,Aguacate
1867417,4351064.67647,3067664708,1417617,55386.5029407,Aguacate
4802268,4111755.42966,936650322,2131194,30604.7434559,Aguacate
338490154,1170413.3014,1304370740,25811276,36116.0731531,Aguacate
1568945,4398850.85532,1627076730,1288903,40337.0391824,Aguacate
1153477,4552341.45294,3626552882,964185,60220.8674962,Aguacate
1282630,4572041.70119,359429358,944054,18958.6222601,Aguacate
708800,4759740.01869,2452506814,543380,49522.7908543,Aguacate
491409,4821264.01765,417426106,405653,20431.0084431,Aguacate
452992,4827374.8,4116504650,389074,64159.9925966,Aguacate
1315541,4561387.83155,2326411212,966849,48232.8851718,Aguacate
749250,4746691.95937,730791250,571708,27033.1509447,Aguacate
513777,4814036.7,1842436556,421423,42923.6130353,Aguacate
472287,4821042.9,1927835382,402843,43907.1222241,Aguacate
1378489,4541233.61087,3023532120,1010037,54986.6540171,Aguacate
876694,4704281.0134,3353251770,662906,57907.2687147,Aguacate
645533,4767454.34706,2436730648,520945,49363.2519998,Aguacate
635403,4757489.13529,1631014080,535951,40385.8153316,Aguacate
1486283,4507080.18583,143090770,1083387,11962.0554254,Aguacate
1352650,4556479.3599,2886161666,983060,53723.0087207,Aguacate
89576288,1760298.1374,1308067102,13376326,36167.2103154,Aguacate
1593732,4389219.65591,3501808070,1307624,59176.0768385,Aguacate
1666077,4451743.94352,3080509574,1202761,55502.3384552,Aguacate
4977803,3858618.53563,890200588,2624763,29836.2294535,Aguacate
847424,4649449.71765,242238110,751346,15564.0004498,Aguacate
630111,4735779.3,178065812,571253,13344.1302452,Aguacate
1968543,4363040.94428,3097357134,1395619,55653.9049304,Aguacate
167925765,1265927.24313,2714248904,19591679,52098.4539502,Aguacate
772044,4678462.30588,42998924,690434,6557.35647956,Aguacate
644221,4730335.9,3214167178,582677,56693.62555,Aguacate
2503614,4219549.76265,64458734,1712030,8028.61968211,Aguacate
30064401,2299534.41875,1943312476,8154861,44083.0180001,Aguacate
1544519,4339671.94796,1443879002,1383545,37998.4078877,Aguacate
1643725,4317377.16672,96547576,1437327,9825.86260844,Aguacate
3520684,3992399.97036,1337590280,2230798,36573.0813577,Aguacate
376891791,937199.279422,2865362984,30993303,53529.0854022,Aguacate
1437630,4364253.40724,2249868570,1325008,47432.7794885,Aguacate
1016888,4553671.85882,1679339104,939228,40979.7401651,Aguacate
1880702,4667776.1889,1029362432,833218,32083.6785921,Aguacate
1098074,4775880.10596,250979592,568326,15842.3354339,Aguacate
759339,4805271.03937,3707135262,475451,60886.248546,Aguacate
681687,4807384.00588,429936074,460249,20734.8999033,Aguacate
1920179,4660825.74559,2255078214,849371,47487.6638086,Aguacate
1147854,4768017.96352,790948014,587848,28123.798001,Aguacate
786593,4801588.84661,2692864366,485839,51892.8161309,Aguacate
704067,4804025.41765,4197819234,469531,64790.5798245,Aguacate
1996106,4647614.98929,972174790,880256,31179.7176062,Aguacate
1297907,4742549.68294,2208441376,649441,46994.0568157,Aguacate
931246,4774146.02982,2091911658,553464,45737.4207624,Aguacate
871934,4764064.61448,743902584,563392,27274.5776136,Aguacate
2125971,4625533.74353,487619740,932311,22082.1135764,Aguacate
1880992,4644915.3497,3589276106,883788,59910.5675653,Aguacate
84536576,2530151.51318,4124581998,10002884,64222.9086697,Aguacate
1840713,4506556.88296,1040517220,1136933,32257.0491521,Aguacate
2343655,4589353.27091,3377424856,1018391,58115.6162834,Aguacate
6817762,4169550.89933,1971877624,2164008,44405.8287165,Aguacate
1007084,4689564.16911,3386644756,709312,58194.8859952,Aguacate
789042,4745962.27059,4080401500,580604,63878.0204765,Aguacate
2718243,4530591.90865,3513375640,1159941,59273.7348241,Aguacate
160705088,2100568.29502,3732109452,14390724,61090.993215,Aguacate
932658,4712432.0552,3103037026,659358,55704.9102504,Aguacate
802490,4743366.90588,87871592,587162,9373.98485171,Aguacate
3398336,4432974.65475,877411136,1399704,29621.1265147,Aguacate
32323068,3046173.83532,1381431046,6213772,37167.6074829,Aguacate
1630058,4486656.08729,3211246836,1145490,56667.8642266,Aguacate
1751081,4451856.17942,1801496456,1227621,42444.0391103,Aguacate
4713183,4275788.73485,2547624540,1803619,50473.9986528,Aguacate
304742892,1715723.77115,613093504,21837310,24760.7250298,Aguacate
1448426,4499558.65964,2145200800,1098286,46316.3124612,Aguacate
1091259,4617401.19502,369722524,845053,19228.1700637,Aguacate
1257436,4625901.18845,258977890,845420,16092.7900005,Aguacate
721890,4785927.26929,3716926718,501192,60966.6033005,Aguacate
502193,4838394.11176,1469748452,378903,38337.2984442,Aguacate
458776,4843026.4,2394008722,363952,48928.6084208,Aguacate
1286554,4617042.63173,198635170,864408,14093.798991,Aguacate
762089,4774856.60349,3922587358,525993,62630.5624915,Aguacate
525514,4832622.08235,1568700446,392408,39606.8232253,Aguacate
477235,4838216.5,4270253478,375045,65347.1765113,Aguacate
1342609,4600089.46294,1659341910,900763,40735.0206825,Aguacate
885730,4738790.42805,3417942618,605276,58463.1731777,Aguacate
659937,4792120.04118,1937277062,482131,44014.5096758,Aguacate
642378,4782112.69412,3464388548,496054,58859.0566353,Aguacate
1438684,4570839.1026,3090881658,963358,55595.6981969,Aguacate
1336801,4613566.76051,625704386,880327,25014.083753,Aguacate
78117676,1898533.64374,1372212978,11937880,37043.3931761,Aguacate
1506561,4458169.17532,3823270086,1176161,61832.5972768,Aguacate
1598345,4523093.04906,1664293502,1065897,40795.75348,Aguacate
4651963,4004413.40945,1225608446,2304585,35008.6910067,Aguacate
813045,4685330.91176,2123753856,685793,46084.2039749,Aguacate
609970,4760356.6,4262162550,526934,65285.2399092,Aguacate
1864467,4445793.46249,700477194,1232633,26466.5296932,Aguacate
137078255,1388570.91173,3906315142,17198989,62500.5211338,Aguacate
744418,4710903.4,4240797132,631760,65121.4030254,Aguacate
623388,4756683.6,3242254668,535292,56940.7996783,Aguacate
2323973,4321382.83867,3334137366,1504177,57741.9896263,Aguacate
24878688,2519052.17966,1928506776,7093848,43914.7671746,Aguacate
1433142,4418792.57148,2357737752,1232886,48556.5418044,Aguacate
1503406,4397941.59957,1319805256,1279426,36329.1240742,Aguacate
3175787,4120119.33821,1445015376,1954755,38013.3578627,Aguacate
298021047,981341.872063,1729612370,27300379,41588.6086567,Aguacate
1313378,4438199.29321,1580338730,1181020,39753.4744393,Aguacate
944921,4601403.99412,4269526014,847675,65341.6101271,Aguacate
1268146,4650873.90252,2347662618,802478,48452.6843219,Aguacate
675744,4808026.95937,2603514240,456090,51024.6434578,Aguacate
455358,4854900.24706,1763427094,343550,41993.1791366,Aguacate
415173,4858415.1,2066898388,331037,45463.1541801,Aguacate
1299507,4641988.85842,2993706020,821681,54714.7696696,Aguacate
716765,4797295.81718,3532264064,480189,59432.8534062,Aguacate
477115,4849971.20588,4204032792,355347,64838.5131847,Aguacate
432820,4854118.63529,599858624,341138,24492.0114323,Aguacate
1359040,4625022.88904,829547398,858354,28801.8644883,Aguacate
837526,4764340.89703,2146914062,553136,46334.804003,Aguacate
602986,4814211.12851,1940272344,435380,44048.5226086,Aguacate
588368,4803016.04706,2999765674,452140,54770.1166148,Aguacate
1460154,4596585.92005,1477071408,920034,38432.6867133,Aguacate
1284995,4646792.68219,2515417166,812813,50153.9347011,Aguacate
67120720,2067929.24822,1859402292,10517668,43120.7872377,Aguacate
1455834,4509155.01498,2352449432,1080372,48502.0559564,Aguacate
1629335,4550467.75251,54634202,1020689,7391.49524792,Aguacate
4697830,4078261.59406,2787433502,2162606,52796.1504468,Aguacate
743943,4719614.02941,172483542,617101,13133.2989763,Aguacate
556653,4782570.3,535681646,481025,23144.7973852,Aguacate
1920163,4474240.10109,1555046374,1188297,39434.0763046,Aguacate
130533276,1479893.90191,1561556898,16005252,39516.5395499,Aguacate
682610,4739203.11765,2168142952,574292,46563.3219605,Aguacate
572109,4777220.7,1710737116,492517,41361.0579652,Aguacate
2433600,4352146.85147,2509578128,1460988,50095.6897148,Aguacate
25516994,2621455.60839,3837402936,6744436,61946.775025,Aguacate
1398252,4464294.99334,769046304,1149552,27731.6841176,Aguacate
1483694,4433924.12643,2031998986,1215788,45077.6994311,Aguacate
3402611,4156868.68957,3670633898,1909597,60585.7565604,Aguacate
286701560,1024437.04078,366993032,25818696,19157.0621965,Aguacate
1282792,4477783.69912,3270063694,1109196,57184.4707416,Aguacate
899704,4625385.08235,4249880332,800172,65191.1062339,Aguacate
1288384,4597765.8633,1421264010,894928,37699.6553035,Aguacate
693685,4796869.86713,2469354952,477523,49692.6046007,Aguacate
461703,4860967.81765,1166185914,334521,34149.4643296,Aguacate
421917,4865977.5,1143164444,319557,33810.7149289,Aguacate
1317172,4587431.70095,1986527980,916318,44570.4832821,Aguacate
731891,4784478.42046,1386990496,504085,37242.3213025,Aguacate
483461,4854281.05294,2918769562,349283,54025.6380064,Aguacate
440046,4860227.4,4171550272,332162,64587.5396032,Aguacate
1372330,4567567.02698,4031728278,957382,63495.8918199,Aguacate
848203,4744723.79074,2083253874,588237,45642.6760171,Aguacate
610836,4809505.97647,3667544408,444974,60560.2543588,Aguacate
605841,4797598.04118,3154339040,464157,56163.5027398,Aguacate
1464704,4534317.06859,453867218,1026120,21304.1596408,Aguacate
1250767,4607456.15548,81263694,876985,9014.63776311,Aguacate
65795162,1786920.51648,3064524436,12176338,55358.1469704,Aguacate
1473075,4447257.75227,2470521168,1188617,49704.337517,Aguacate
1615544,4480206.8441,556101220,1138092,23581.7984895,Aguacate
3884034,3936521.52051,110192252,2348198,10497.249735,Aguacate
798624,4692445.01538,541953512,671500,23279.8950169,Aguacate
606543,4769916.9,3474269020,510429,58942.9301952,Aguacate
1864602,4392356.56332,2529150358,1320472,50290.6587549,Aguacate
128107039,1279987.77081,519896166,18195777,22801.2316773,Aguacate
744553,4716860.67647,1330373204,621841,36474.2814048,Aguacate
622349,4764807.5,692962974,521579,26324.1899021,Aguacate
2288273,4249477.35964,1040121294,1619773,32250.911522,Aguacate
22771298,2362418.10601,4170693466,7497408,64580.9063578,Aguacate
1523983,4396002.12019,4209378570,1284077,64879.7238743,Aguacate
1563144,4371579.41613,376109728,1332364,19393.548618,Aguacate
3062181,4022474.76244,2736733552,2109419,52313.798868,Aguacate
315905075,901176.310088,2126129844,29639893,46109.9755368,Aguacate
1401462,4415747.54564,3415127108,1232476,58439.0888704,Aguacate
976799,4594452.85294,1271733516,864565,35661.3728844,Aguacate
1558565,4518997.24865,4119187312,1069825,64180.8952259,Coralillo
893760,4728134.11853,3586359856,625176,59886.224259,Coralillo
626475,4800080.94706,4110480706,463395,64113.0307036,Coralillo
575642,4807701.8,3666693094,442304,60553.2252981,Coralillo
1588410,4509817.37415,748887650,1089320,27365.8117,Coralillo
935683,4716200.00441,2097141640,651603,45794.5590655,Coralillo
650711,4793637.60588,323832300,478153,17995.3410637,Coralillo
597213,4801345.5,129711666,456493,11389.1029497,Coralillo
1643978,4492628.22711,3097300722,1125790,55653.3981173,Coralillo
1058817,4680100.43233,2253558302,730555,47471.6578813,Coralillo
790834,4750056.25611,1875785534,573874,43310.3398047,Coralillo
772501,4740021.28462,1181205508,587845,34368.6704427,Coralillo
1737578,4463927.38017,1642573950,1186760,40528.6805855,Coralillo
1505182,4549328.87325,2412966996,1012964,49121.960425,Coralillo
82443765,1805814.699,4046724442,12953551,63613.869887,Coralillo
1726207,4385685.84874,2468276362,1330979,49681.7507944,Coralillo
1892491,4416905.31437,3154068556,1286799,56161.0946831,Coralillo
4722289,3898002.84204,1672826024,2506915,40900.195892,Coralillo
945531,4645760.35109,644697526,773609,25390.894549,Coralillo
737848,4722128.37647,2793612380,611960,52854.6344231,Coralillo
2148719,4341925.68829,1213225888,1447367,34831.3922777,Coralillo
143499003,1356827.15007,2242710772,18080085,47357.267362,Coralillo
868478,4676807.27692,2358652552,709186,48565.9608368,Coralillo
745211,4721750.47647,2518789388,613817,50187.5421594,Coralillo
2594739,4220793.19566,1514420912,1710987,38915.5613091,Coralillo
25481723,2476125.35382,2185124726,7378417,46745.3176907,Coralillo
1623682,4389281.9459,1149171562,1311848,33899.4330631,Coralillo
1665367,4364638.39333,3379136730,1360783,58130.3425932,Coralillo
3425795,4027231.80203,2006018858,2147885,44788.6018759,Coralillo
305920527,1036015.86039,218958088,27318679,14797.2324439,Coralillo
1458710,4418740.05153,3575678900,1237198,59796.980693,Coralillo
1044571,4579376.46199,1041695576,900977,32275.3090768,Coralillo
1326431,4629087.25567,2198199852,849927,46884.964029,Coralillo
732091,4784538.68643,769318246,505085,27736.5867763,Coralillo
485883,4842652.5,4268707570,369093,65335.3470183,Coralillo
438565,4851048.7,3973918648,347213,63039.0248021,Coralillo
1356697,4620642.6556,2735572282,868325,52302.6986111,Coralillo
769512,4774233.87281,3746804038,528144,61211.1430869,Coralillo
508141,4836521.5,4208567274,383021,64873.4712652,Coralillo
457050,4845508.2,4247876726,359528,65175.7372494,Coralillo
1415067,4604811.22515,162038674,902995,12729.4412289,Coralillo
889786,4739143.19137,3410461002,605138,58399.1524082,Coralillo
644672,4793416.49231,2460021602,477466,49598.6048392,Coralillo
623635,4787483.42127,2838985310,483967,53282.1293681,Coralillo
1515716,4578072.40238,1593920312,961890,39923.9315699,Coralillo
1344056,4614710.11418,3336728484,878920,57764.422303,Coralillo
78864184,2082832.02437,2848329002,11193574,53369.7386353,Coralillo
1704840,4467277.94528,2341533080,1187728,48389.3901594,Coralillo
1686223,4534794.98896,756948618,1058203,27512.6992133,Coralillo
5072277,4047136.63958,1646592190,2287285,40578.2231006,Coralillo
851567,4687457.0448,3327623598,688467,57685.5579673,Coralillo
605256,4769283.6,1527870272,511270,39087.9811707,Coralillo
1979590,4465748.26279,2795737922,1214618,52874.7380324,Coralillo
148447025,1605089.02055,1977663214,15945293,44470.9254907,Coralillo
768155,4714338.10905,1630841054,629957,40383.6731118,Coralillo
614896,4765856.8,3452335356,518588,58756.5771297,Coralillo
2509352,4357264.49479,3635126754,1468436,60292.0123565,Coralillo
31733282,2737919.87162,2356107106,6868962,48539.747692,Coralillo
1754910,4436074.31105,623808288,1250340,24976.1543877,Coralillo
1678618,4426343.93266,3308175814,1257792,57516.7437708,Coralillo
3531078,4187903.47616,3367236274,1883824,58027.8922071,Coralillo
319151591,1190264.10671,2128723514,24166331,46138.0917898,Coralillo
1579289,4461686.14427,1707983704,1181905,41327.7594844,Coralillo
959284,4621132.24434,415993066,817146,20395.90807,Coralillo
1789730,4665416.9687,2330696976,838362,48277.2925504,Coralillo
1110915,4777984.00744,1958478040,570511,44254.6951181,Coralillo
778152,4811157.95294,1261431248,469434,35516.633399,Coralillo
694819,4814342.78235,2274417850,451043,47690.8570902,Coralillo
1820113,4659516.52991,3688192400,851491,60730.4898712,Coralillo
1158418,4771947.5729,594676088,586462,24385.9813828,Coralillo
806624,4808426.84706,1009440010,478414,31771.6856651,Coralillo
718617,4811464.67647,2375365990,459789,48737.7265576,Coralillo
1877882,4647941.96432,2228349344,877108,47205.3952849,Coralillo
1294617,4751113.05358,1108236938,637769,33290.1928201,Coralillo
956598,4784567.30402,31584908,540322,5620.04519555,Coralillo
893566,4775867.80778,3426951064,547004,58540.1662451,Coralillo
1973226,4628861.25651,1858048132,919466,43105.0824382,Coralillo
1780859,4667479.46625,4059246446,832863,63712.2158302,Coralillo
72944871,2773251.66017,1819309680,9273043,42653.3665729,Coralillo
1655584,4535252.32728,3705575066,1063432,60873.4348136,Coralillo
2129633,4597589.2331,2971510986,989123,54511.5674513,Coralillo
5431687,4239243.87598,2955085890,1907147,54360.7017063,Coralillo
970777,4704375.77148,266674030,679341,16330.1570721,Coralillo
772213,4758363.80588,2440550906,557253,49401.9322092,Coralillo
2389008,4548010.22737,520420846,1101490,22812.7342947,Coralillo
125153104,2446846.74023,2757523534,12756284,52512.1274945,Coralillo
913701,4725209.93987,102707398,635527,10134.4658468,Coralillo
788307,4756857.93529,4167397758,562439,64555.3851975,Coralillo
2844936,4467048.43061,1556355014,1289908,39450.6655711,Coralillo
24209246,3272614.76805,704556252,5402972,26543.4785211,Coralillo
1568784,4524494.69942,4154351142,1074940,64454.2561977,Coralillo
1597758,4509337.28884,3917562656,1106018,62590.4358189,Coralillo
3703489,4340168.92987,684041040,1602453,26154.1782513,Coralillo
247008556,2166227.54995,3733207752,18843544,61099.9816039,Coralillo
1400641,4537884.33093,146621280,1027341,12108.7274311,Coralillo
1016073,4653064.481,31845564,773203,5643.18739721,Coralillo
1416567,4599989.97613,4058641530,911475,63707.4684005,Coralillo
788035,4766348.75403,3926206064,544615,62659.44513,Coralillo
533998,4821543.4,3026409424,412294,55012.8114533,Coralillo
484844,4828480.4,3177364860,392540,56368.119181,Coralillo
1448533,4591089.71714,400660830,930813,20016.5139323,Coralillo
830741,4755311.46326,1832307936,569613,42805.466193,Coralillo
557444,4815662.0,2963651654,426004,54439.4310587,Coralillo
504184,4823269.6,3579208986,404448,59826.4906709,Coralillo
1507679,4574679.84598,2440381158,966419,49400.2141493,Coralillo
958383,4719479.30441,287690914,648761,16961.4537702,Coralillo
698072,4772643.76368,51998302,520956,7210.98481485,Coralillo
674843,4764332.1181,3196427834,531057,56536.9598935,Coralillo
1609064,4546457.64265,4268868062,1027698,65336.575224,Coralillo
1413632,4593402.79923,2412691752,924838,49119.1587062,Coralillo
84428517,1966008.5038,2366518380,12134313,48646.8743086,Coralillo
1671140,4427238.09579,4223027676,1252530,64984.8265059,Coralillo
1777223,4500411.08881,4123296564,1128173,64212.9002927,Coralillo
4894650,3985709.57743,1106674328,2380692,33266.7150167,Coralillo
869887,4663037.64319,1507487530,732191,38826.3767303,Coralillo
649776,4743594.91765,2897062576,561504,53824.3678644,Coralillo
2063457,4425959.30562,3155287832,1292619,56171.9488001,Coralillo
146498440,1494122.72301,525811414,17000180,22930.5781436,Coralillo
794188,4691350.64615,935257802,672574,30581.9849258,Coralillo
658970,4740692.45882,307289412,567874,17529.6723301,Coralillo
2567505,4307639.24157,3385856974,1560341,58188.1171203,Coralillo
28218769,2598279.82187,1868277838,7182113,43223.5796528,Coralillo
1638602,4398948.0634,1353124384,1298054,36784.8390509,Coralillo
1627680,4384067.21967,2829751998,1322236,53195.4133173,Coralillo
3521622,4119370.76147,2366919860,2004024,48651.0006064,Coralillo
323991680,1113770.80475,373289442,26178818,19320.699832,Coralillo
1476594,4421906.8477,653925482,1234724,25571.9667214,Coralillo
984908,4592487.44434,1435318306,869182,37885.594967,Coralillo
1576977,4590432.7313,50773662,945823,7125.56397768,Coralillo
962904,4740713.22793,2188240326,614694,46778.631083,Coralillo
681765,4794416.84118,3559511516,482073,59661.6419151,Coralillo
615226,4802861.8,4257103872,456968,65246.4855145,Coralillo
1605225,4582192.05441,90594846,963421,9518.13248489,Coralillo
1002185,4729923.04756,3245066938,638657,56965.4890087,Coralillo
706202,4787556.41176,1892943568,497574,43507.9713156,Coralillo
635851,4796457.7,2701410794,471079,51975.0978258,Coralillo
1658297,4566659.64043,589122968,996563,24271.8554709,Coralillo
1117617,4696101.38739,1622015598,712449,40274.254779,Coralillo
842043,4743320.33891,32199256,593761,5674.43882688,Coralillo
803202,4737266.53846,1112426652,597564,33353.0606092,Coralillo
1747572,4540286.46892,59790762,1052800,7732.44864192,Coralillo
1533754,4573015.48577,880370096,978130,29671.0312595,Coralillo
82601029,1986418.18022,1736418738,12156817,41670.3580258,Coralillo
1759674,4403130.21954,1746495360,1308108,41791.0918737,Coralillo
1895095,4496975.45689,338587602,1145295,18400.7500391,Coralillo
4527850,3983842.62927,1884831088,2352578,43414.6414013,Coralillo
1012210,4634361.98408,699451358,803632,26447.142719,Coralillo
781274,4717583.63529,2694867260,626772,51912.1109184,Coralillo
2136486,4427284.50523,2873802920,1294970,53607.862483,Coralillo
125749742,1500171.2504,3062536090,16453210,55340.185128,Coralillo
938799,4664981.12443,3182341460,740553,56412.2456564,Coralillo
786343,4717292.35882,230058392,628103,15167.6758932,Coralillo
2550427,4314634.13495,4271356476,1540171,65355.6154894,Coralillo
23460202,2596846.58479,2297717988,6918920,47934.5177091,Coralillo
1712316,4381251.55062,934516956,1339710,30569.8700684,Coralillo
1670564,4378375.42057,1078212100,1338888,32836.1401508,Coralillo
3298091,4134734.81193,2753986150,1943439,52478.4350948,Coralillo
279413144,1108139.25452,1759017092,25552940,41940.6377157,Coralillo
1540074,4408970.59009,1476557202,1266792,38425.9964347,Coralillo
1080130,4581113.51222,2056314350,903998,45346.6024086,Coralillo
1471774,4623118.54192,986107704,870750,31402.3518864,Coralillo
817470,4783562.45877,1447551370,518122,38046.6998569,Coralillo
544311,4836928.57059,1991134608,388189,44622.13137,Coralillo
490707,4843788.9,1851855160,368003,43033.1867284,Coralillo
1499504,4614920.15225,720460336,888166,26841.3922143,Coralillo
854188,4772983.18058,2687558582,541366,51841.6683952,Coralillo
563303,4831471.98235,1768784952,400435,42056.9251372,Coralillo
508337,4838174.3,1610045034,380299,40125.3664656,Coralillo
1551954,4599045.7029,547433146,921716,23397.2892874,Coralillo
962840,4739542.29011,1256051786,613620,35440.8208991,Coralillo
681479,4790760.64118,4108762060,487855,64099.626052,Coralillo
658555,4781843.53529,1068055842,499215,32681.1236343,Coralillo
1642241,4571385.21534,2870346294,980055,53575.6128663,Coralillo
1342636,4621721.4071,1712139936,865552,41378.0127121,Coralillo
65333213,1949759.33605,1746501980,11352247,41791.1710772,Coralillo
1475971,4466006.88068,344174950,1159277,18551.9527274,Coralillo
1790140,4526234.37574,760345562,1075474,27574.3642175,Coralillo
3993750,4034839.83499,3608577196,2187716,60071.4341097,Coralillo
838328,4688731.39729,2352902792,684184,48506.7293476,Coralillo
649900,4761204.25882,1692234750,532176,41136.7809873,Coralillo
2034919,4452987.35661,3520390816,1230903,59332.8814065,Coralillo
115104375,1456571.75178,2714297726,16110473,52098.9225033,Coralillo
786290,4712670.2,2847717574,635618,53364.0101004,Coralillo
662917,4757178.55882,2497005658,541055,49970.0476085,Coralillo
2459064,4332506.65299,1620710510,1489478,40258.0490089,Coralillo
21288473,2590480.88353,472872756,6706711,21745.6376315,Coralillo
1515950,4428280.39677,3732755698,1229696,61096.2821946,Coralillo
1540441,4411551.74564,2281582492,1262177,47765.9134949,Coralillo
3232117,4140040.2945,1481714262,1914335,38493.0417348,Coralillo
265211059,1034615.83103,1415166904,25689521,37618.7041776,Coralillo
1401083,4447835.80222,3953562534,1178757,62877.361061,Coralillo
976173,4612039.56516,68763206,835125,8292.35828941,Coralillo
1418498,4636422.94959,181440480,838136,13469.9844098,Coralillo
815222,4798415.20249,2636946806,490444,51351.2103655,Coralillo
548340,4853008.60452,249116832,361424,15783.4353675,Coralillo
490138,4858399.0,97975586,343518,9898.26176659,Coralillo
1448326,4627830.7474,1131300318,856378,33634.8081309,Coralillo
859791,4787804.00851,1265898006,514699,35579.4604512,Coralillo
574122,4847445.64615,183573040,374926,13548.9128715,Coralillo
512655,4852933.11176,4243251626,356379,65140.2458239,Coralillo
